task_id	strategy	run_id	round_id	commit	dev_score	confirm_score	blind_score	status	failure_type	training_seconds	lines_changed	description
neoantigen	constrained	1	60	a8e16da	0.751128			discard		303.721570	27	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `support`, with five higher-level WT-vs-Mut advantage-in-context features: `mean_el_x_el_advantage`, `mean_log_ba_x_ba_advantage`, `foreignness_x_el_advantage`, `stability_x_ba_advantage`, and `agretopicity_x_mean_el`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/support`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	61	50b7e4e	0.672774			discard		303.798007	27	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `consensus`, with five higher-level features built from BA/EL agreement: raw BA-by-EL advantage agreement, plus stability-, foreignness-, mean-EL-, and agretopicity-weighted versions of that consensus signal. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/consensus`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	62	bb57457	0.704998			discard		303.822422	25	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `escape`, with five higher-level features: `mut_el_x_ba_escape`, `mut_el_x_el_escape`, `stability_x_ba_escape`, `foreignness_x_el_escape`, and `agretopicity_x_ba_escape`, where BA escape is `wt_log_ba - mut_log_ba` and EL escape is `mut_el - wt_el`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/escape`, keeping the change narrow and aligned with scalar WT-vs-Mut contrast priorities. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	63	96b37d0	0.746283			discard		303.675958	29	Read `program.md` and `train.py`, then modified only `train.py`. Added `contrast_consensus_head`, a lightweight encoder over `preference_contrast_hidden`, `scalar_contrast_hidden`, their elementwise product, their absolute difference, and existing `binding_contrast_hidden` when present. The resulting consensus hidden state now feeds the main `contrast_head` and final fusion conditioning, keeping the change narrow and focused on WT-vs-Mut contrast structure plus HLA-conditioned interaction support. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	64	3bf5a04	0.758909			discard		303.587005	27	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `shared`, with five features: `shared_el_support`, `shared_ba_support`, `shared_el_x_el_advantage`, `shared_ba_x_ba_advantage`, and `agretopicity_x_shared_el`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/shared`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	65	edff4dc	0.768244			discard		303.585923	21	Read `program.md` and `train.py`, then modified only `train.py`. Added `hla_interaction_context`, a lightweight encoder over shared peptide-HLA support (`average_peptide * hla`), signed peptide-HLA advantage (`mut_hla - wt_hla`), peptide-HLA difference magnitude (`abs(mut_hla - wt_hla)`), and the existing `preference_delta_hidden`. The resulting hidden state now feeds both `preference_contrast_head` and the main `contrast_head`, keeping the edit narrow and focused on explicit WT-vs-Mut contrast structure plus HLA-conditioned interaction support. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	66	3aef30f	0.636823			discard		303.699732	55	Read `program.md` and `train.py`, then modified only `train.py`. Added `hla_contrast_context`, a lightweight encoder over the existing comparison/context scalar slice, shared peptide-HLA support (`average_peptide * hla`), and signed peptide-HLA advantage (`mut_hla - wt_hla`). Its hidden state now feeds both `preference_contrast_head` and the main `contrast_head`, keeping the change narrow and focused on explicit WT-vs-Mut contrast structure plus HLA-conditioned interaction support. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	67	a01d818	0.686769			discard		303.466315	26	Read `program.md` and `train.py`, then modified only `train.py`. Widened the existing `preference_contrast_head` and `contrast_head` inputs so they now consume direct HLA-conditioned interaction structure: `shared_hla_support` (`average_peptide * hla`), signed `hla_advantage` (`mut_hla - wt_hla`), `hla_advantage_magnitude` (`abs(mut_hla - wt_hla)`), and `shared_hla_match` (`mut_hla * wt_hla`). Reused these terms where related context inputs already referenced peptide-HLA interactions, keeping the change narrow and focused on explicit WT-vs-Mut contrast plus HLA-conditioned structure. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	68	7ae1e8e	0.697716			discard		303.858718	4	Read `program.md` and `train.py`, then modified only `train.py`. Widened the main `contrast_head` input to consume two direct cross-contrast signals when the scalar contrast branch is present: `preference_contrast_hidden * scalar_contrast_hidden` and `abs(preference_contrast_hidden - scalar_contrast_hidden)`. This keeps the change narrow and focused on explicit WT-vs-Mut contrast agreement between sequence/HLA and scalar evidence. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	69	72f4636	0.660566			discard		303.633843	31	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `calibration`, with five higher-level features: `ba_score_rank_consensus`, `el_score_rank_consensus`, `mean_log_ba_x_ba_consensus`, `mean_el_x_el_consensus`, and `stability_x_el_consensus`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/calibration`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	70	c293ba0	0.117653			discard		309.619534	34	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `dominance`, with five scale-aware WT-vs-Mut competition features: `ba_dominance`, `el_dominance`, `ba_rank_dominance`, `el_rank_dominance`, and `stability_x_mean_dominance`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/dominance`. Also changed the default objective from `bce` to a modest `hybrid_pairwise` setting with `pairwise_weight=0.20`, pairing the ranking loss change with the new ranking-oriented representation block. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	71	a66061a	0.702441			discard		303.238009	3	Read `program.md` and `train.py`, then modified only `train.py`. Widened the main `contrast_head` input so that, when `binding_contrast_hidden` is present, it also consumes two direct HLA-conditioned cross-contrast signals: `preference_contrast_hidden * binding_contrast_hidden` and `abs(preference_delta_hidden - binding_contrast_hidden)`. This keeps the change narrow and focused on explicit WT-vs-Mut contrast structure plus peptide-HLA interaction consistency. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	72	865aebb	0.741147			discard		303.676402	13	Read `program.md` and `train.py`, then modified only `train.py`. Added `preference_contrast_conditioner`, a small FiLM-style conditioner driven by the existing `binding_contrast_hidden`, and applied it directly to `preference_contrast_hidden` after the preference-contrast head. This keeps the change narrow and aligned with the program priority on strengthening WT-vs-Mut contrast structure plus HLA-conditioned interactions, while avoiding objective-only or pooling-only tweaks. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	73	06cb06a	0.761664			discard		303.156019	39	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `competition`, with seven features: `shared_ba_support`, `shared_el_support`, `ba_relative_margin`, `el_relative_margin`, `ba_rank_relative_margin`, `el_rank_relative_margin`, and `shared_support_x_margin`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/competition`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	74	2240ed2	0.677419			discard		303.152082	32	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `coherence`, with five higher-level features: `ba_el_preference_agreement`, `rank_preference_agreement`, `shared_support_x_preference_agreement`, `stability_x_preference_agreement`, and `foreignness_x_preference_agreement`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/coherence`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	75	39b257c	0.749318			discard		302.950392	20	Read `program.md` and `train.py`, then modified only `train.py`. Added `mutation_contrast_context`, a lightweight encoder over mutation-exposed HLA interaction structure: `delta * hla`, `(mut - wt) * hla`, and `abs(mut_hla - wt_hla)`. Routed its hidden state into both `preference_contrast_head` and the main `contrast_head`, keeping the change narrow and aligned with the program priority on WT-vs-Mut contrast structure plus HLA-conditioned interactions. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	76	f372b07	0.711446			discard		303.102179	13	Read `program.md` and `train.py`, then modified only `train.py`. Widened `scalar_contrast_head` so that, when `binding_contrast_hidden` is present, the scalar WT-vs-Mut contrast path now also consumes two direct agreement signals: `preference_delta_hidden * binding_contrast_hidden` and `abs(preference_delta_hidden - binding_contrast_hidden)`, alongside the existing scalar comparison/context inputs and HLA-conditioned binding context. This keeps the change narrow and focused on scalar feature interpretation plus explicit WT-vs-Mut/HLA-conditioned contrast structure. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	77	652e5d7	0.719612			discard		303.105341	15	Read `program.md` and `train.py`, then modified only `train.py`. Widened `scalar_contrast_head` so it now consumes `preference_contrast_hidden` in addition to the prior scalar comparison/context inputs and `preference_delta_hidden`; when `binding_contrast_hidden` is present, it also receives direct HLA-conditioned agreement terms `preference_contrast_hidden * binding_contrast_hidden` and `abs(preference_contrast_hidden - binding_contrast_hidden)`. This keeps the round focused on scalar feature interpretation, WT-vs-Mut contrast structure, and HLA-conditioned interaction consistency. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	78	e43a898	0.680714			discard		303.241883	26	Read `program.md` and `train.py`, then modified only `train.py`. Widened `preference_contrast_head` so that, when `binding_contrast_hidden` is present, it also consumes the HLA-conditioned binding-contrast state together with two direct alignment signals: `preference_delta_hidden * binding_contrast_hidden` and `abs(preference_delta_hidden - binding_contrast_hidden)`. This keeps the round narrow and focused on explicit WT-vs-Mut contrast structure plus HLA-conditioned interaction consistency. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	79	0b856c9	0.501148			discard		303.307669	10	Read `program.md` and `train.py`, then modified only `train.py`. Widened the main `contrast_head` input from seven to eleven sequence-width channels and added four explicit directional tensors in `forward`: `relu(mut - wt)`, `relu(wt - mut)`, `relu(mut_hla - wt_hla)`, and `relu(wt_hla - mut_hla)`. This keeps the round narrow and focused on stronger WT-vs-Mut contrast structure plus HLA-conditioned interaction directionality. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	80	d467273	0.753690			discard		303.629028	32	Read `program.md` and `train.py`, then modified only `train.py`. Added `interaction_contrast_head`, a compact dedicated HLA-conditioned WT-vs-Mut interaction branch that consumes `preference_delta_hidden`, `preference_contrast_hidden`, `binding_contrast_hidden`, their elementwise product, and their absolute difference. Routed its hidden state into both the main `contrast_head` input and the final fusion conditioning stack, and let its auxiliary logit contribute alongside the existing scalar-contrast auxiliary term. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	81	b065aba	0.649263			discard		303.244012	33	Read `program.md` and `train.py`, then modified only `train.py`. Added a compact `interaction_contrast_head` over `preference_delta_hidden`, `preference_contrast_hidden`, `binding_contrast_hidden`, their elementwise product, and their absolute difference. Routed its hidden state into the existing scalar WT-vs-Mut contrast path and the main contrast head, while deliberately not adding new loss terms or final-fusion wiring so the change stays narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	82	7aeb21c	0.706446			discard		303.097514	54	Read `program.md` and `train.py`, then modified only `train.py`. Added `preference_scalar_context`, a compact encoder over comparison/context scalars plus `preference_delta_hidden` and optional `binding_contrast_hidden`, and routed its hidden state into `preference_contrast_head`. This keeps round 82 focused on higher-level scalar feature interpretation plus a stronger explicit WT-vs-Mut contrast path, without changing objectives, sampling, or pooling. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	83	2b11f6c	0.215585			discard		309.967816	39	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `priority`, with six mutant-focused ranking features: `mut_ba_win_x_support`, `mut_el_win_x_support`, `mut_ba_rank_win_x_support`, `mut_el_rank_win_x_support`, `mut_priority_foreignness`, and `mut_priority_stability`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/priority`. Also changed the default objective from `bce` to `hybrid_pairwise` with a conservative `pairwise_weight=0.20`, so the grouped ranking objective is explicitly paired with the new priority representation. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	84	4ccd58e	0.669518			discard		303.076519	31	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar block, `separation`, with six higher-level features: `ba_separation_margin`, `el_separation_margin`, `ba_rank_separation_margin`, `el_rank_separation_margin`, `foreignness_x_separation`, and `stability_x_separation`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/separation`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	85	59431a5	0.761751			discard		303.146801	24	Read `program.md` and `train.py`, then modified only `train.py`. Added `mutation_hla_context`, a lightweight HLA-conditioned mutation-context encoder over `delta`, `delta * hla`, `mut_hla - wt_hla`, and `abs(mut_hla - wt_hla)`. Routed its hidden state into both per-allele preference inputs and `preference_contrast_head`, keeping the edit narrow and aligned with the program priority on stronger WT-vs-Mut contrast structure plus HLA-conditioned interaction modeling. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	86	6327c92	0.617511			discard		303.307502	31	Read `program.md` and `train.py`, then modified only `train.py`. Added `mutation_hla_context`, a compact encoder over `delta`, `delta * hla`, `mut_hla - wt_hla`, and `abs(mut_hla - wt_hla)`. Routed its hidden state into the per-allele preference inputs, the `preference_contrast_head`, the scalar WT-vs-Mut contrast path, and the main contrast head so the model can carry mutation-aware HLA interaction structure earlier and more consistently through its contrast stack. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	87	9818b1f	0.715936			discard		303.280252	41	Read `program.md` and `train.py`, then modified only `train.py`. Added `scalar_binding_bridge`, a compact encoder over comparison/context scalars plus direct agreement and disagreement terms between `preference_delta_hidden` and `binding_contrast_hidden`. Routed that bridge hidden state into `scalar_contrast_head`, `contrast_conditioner`, and the main `contrast_head` so scalar WT-vs-Mut evidence is explicitly aligned with HLA-conditioned interaction structure where contrast decisions are made. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	88	1c58e0f	0.701255			discard		303.205543	31	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar feature block, `consensus`, with six higher-level WT-vs-Mut features: `ba_el_consensus`, `rank_consensus`, `mut_consensus_win`, `mut_rank_consensus_win`, `foreignness_x_consensus_win`, and `stability_x_consensus_win`. Routed that block into the selected scalar matrix and into the existing scalar-contrast inputs so the model can use explicit multi-signal mutant-vs-wildtype agreement where scalar contrast decisions are formed. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	89	f5f6556				discard	train_failed		25	Read `program.md` and `train.py`, then modified only `train.py`. Added `directional_binding_context`, a lightweight encoder over `relu(mut - wt)`, `relu(wt - mut)`, `relu(mut_hla - wt_hla)`, `relu(wt_hla - mut_hla)`, and `delta * hla`. Routed its hidden state into `preference_contrast_head` and the main `contrast_head` so directional mutant-win versus wildtype-win HLA evidence is summarized explicitly where WT-vs-Mut decisions are formed. Verification: `python -m py_compile train.py` passed. [train failed]
neoantigen	constrained	1	90	ad96591	0.578848			discard		303.418777	22	Read `program.md` and `train.py`, then modified only `train.py`. Added `mutation_binding_context`, a compact HLA-conditioned mutation encoder over `delta`, `delta * hla`, `mut_hla - wt_hla`, `abs(mut_hla - wt_hla)`, and `(mut - wt) * hla`. Routed its hidden state into `preference_contrast_head` and the main `contrast_head`, keeping the edit focused on higher-level WT-vs-Mut contrast structure rather than losses or pooling. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	91	a30bc51	0.627211			discard		303.303512	34	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar feature block, `directional`, with explicit mutant-win and wildtype-win BA/EL channels plus within-side support products, and included that block in the existing scalar WT-vs-Mut contrast/conditioning path. Also changed the existing `binding_contrast_context` inputs from mixed average/product peptide-HLA terms to directional `relu(mut_hla - wt_hla)` and `relu(wt_hla - mut_hla)` interaction splits so HLA-conditioned contrast evidence is asymmetric where it is summarized. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	92	5be3628	0.661652			discard		303.406073	39	Read `program.md` and `train.py`, then modified only `train.py`. Added `scalar_preference_context`, a compact encoder over comparison/context scalars plus signed and absolute HLA-conditioned binding shift, and routed its hidden state into both mutant and wildtype preference inputs so scalar WT-vs-Mut evidence is available earlier when per-allele preference representations are formed. Also factored the repeated peptide-HLA interaction delta into `binding_shift` for the affected contrast paths. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	93	5ca2b17	0.572647			discard		303.175097	30	Read `program.md` and `train.py`, then modified only `train.py`. Added `mutation_preference_context`, a lightweight encoder over mutation and HLA-conditioned directional binding-shift features, and routed its hidden state only into the mutant and wildtype preference inputs. Also factored the repeated peptide-HLA interaction delta into `binding_shift` for reuse in the affected contrast calls. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	94	df8656d	0.759244			discard		303.343119	30	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar feature block, `support`, with six positive-margin WT-vs-Mut features: `mut_el_x_positive_ba_margin`, `mut_el_x_positive_el_margin`, `foreignness_x_positive_ba_margin`, `stability_x_positive_el_margin`, `delta_x_positive_ba_rank_margin`, and `agretopicity_x_positive_el_rank_margin`. Routed that block into the selected scalar matrix and widened the existing scalar contrast / contrast-conditioning path from `comparison/context` to `comparison/context/support`, keeping the change narrow and representation-focused. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	95	ca7a2aa	0.572899			discard		303.269893	22	Read `program.md` and `train.py`, then modified only `train.py`. Widened `preference_contrast_head` to accept `binding_contrast_hidden` when available, and passed that existing HLA-conditioned binding contrast summary into the WT-vs-Mut preference-contrast input alongside the mutant/wildtype preference states and raw `mut_hla - wt_hla` shift. This keeps round 95 small and focused on earlier contrast structure rather than losses, sampling, or pooling. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	96	806b89c	0.747707			discard		303.639065	81	Read `program.md` and `train.py`, then modified only `train.py`. Added a new default scalar feature block, `support`, with six positive mutant-win features: `mut_el_x_positive_ba_margin`, `mut_el_x_positive_el_margin`, `foreignness_x_positive_ba_margin`, `stability_x_positive_el_margin`, `delta_x_positive_ba_rank_margin`, and `agretopicity_x_positive_el_rank_margin`. Added `support_binding_context`, a compact encoder over those support scalars plus signed and directional HLA-conditioned binding shift (`mut_hla - wt_hla`, `relu(shift)`, `relu(-shift)`), and routed its hidden state into `preference_contrast_head` and the main `contrast_head`. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	97	dec05e1	0.784791			keep		303.314543	27	Read `program.md` and `train.py`, then modified only `train.py`. Added `contrast_agreement_context`, a compact encoder over `preference_delta_hidden`, `scalar_contrast_hidden`, `binding_contrast_hidden`, their HLA-conditioned agreement products, and the absolute gap between preference and scalar contrast summaries. Routed that hidden state only into the main `contrast_head` so the final WT-vs-Mut decision can use an explicit scalar-versus-binding coherence signal. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	98	33e0d3e	0.620469			discard		303.149964	9	Read `program.md` and `train.py`, then modified only `train.py`. Added a shared `binding_shift = mut_hla - wt_hla` and changed `binding_contrast_context` to consume `binding_shift` plus `abs(binding_shift)` instead of `average_peptide * hla` and `mut_hla * wt_hla`, keeping the edit focused on a higher-level HLA-conditioned WT-vs-Mut contrast representation. Reused `binding_shift` in the preference-contrast and main contrast inputs for consistency. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	99	51e5fa1	0.583937			discard		303.454441	14	Read `program.md` and `train.py`, then modified only `train.py`. Added a shared `binding_shift = mut_hla - wt_hla` with directional `relu` splits, reused that explicit HLA-conditioned WT-vs-Mut shift in the existing preference/contrast inputs, and widened `contrast_agreement_context` so the kept round-97 agreement bridge now reads signed plus directional peptide-HLA shift directly alongside the existing preference/scalar/binding hidden states. Verification: `python -m py_compile train.py` passed.
neoantigen	constrained	1	100	813fdc0	0.368839			discard		303.393756	50	Read `program.md` and `train.py`, then modified only `train.py`. Added `preference_binding_context`, a compact encoder over `preference_delta_hidden`, `binding_contrast_hidden`, their elementwise agreement, and signed plus absolute `binding_shift = mut_hla - wt_hla`. Routed that hidden state only into `preference_contrast_head`, and reused the shared `binding_shift` where the same WT-vs-Mut HLA-conditioned contrast signal was already consumed. Verification: `python -m py_compile train.py` passed.
hla_immunogenicity	constrained	1	3	764c349	0.886583			discard		304.436342	65	Modified [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L361) to add `HLAConditionedScalarTower`, which projects comparison/context scalar features together with the HLA embedding and explicit scalar-HLA interactions. Wired that hidden state into the contrast head input and final fusion conditioning in [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L445) and [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L496). No loss, sampling, or output-bias tweaks were made. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	4	df0e95f	0.903190			keep		304.011942	75	Modified [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L345) to replace the old scalar-only contrast conditioning with `HLAConditionedContrastScalars`, which projects comparison/context scalars together with the HLA embedding and their explicit interaction. Wired that hidden state into the contrast head input and final conditioning path in [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L408) and [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L456). Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	5	f93d291	0.842347			discard		304.304358	66	Modified /Volumes/KINGSTON/work/research/AutoNeoAg/train.py at lines around 366-402 to add `HLAConditionedContrastBridge`, which projects preference-delta, HLA-conditioned contrast scalars, and HLA features into an explicit interaction block using difference and multiplicative terms. Wired that bridge into the model init around lines 458-476 and the forward path around lines 509-555 so the bridge output feeds both the contrast head and final conditioning stack alongside the existing scalar and contrast branches. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	6	67e20c7	0.926406			keep		304.201460	45	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `ContrastAgreementBlock` around lines 366-389, which fuses `preference_delta_hidden` and the existing `contrast_scalar_hidden` using concat, absolute-difference, and elementwise-product terms. Wired that agreement state into the contrast head input and final conditioning path around lines 445-455 and 488-533. No loss, sampling, weighting, or output-bias changes were made. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	7	2cf3044	0.927981			keep		304.199784	68	Modified /Volumes/KINGSTON/work/research/AutoNeoAg/train.py to add `PreferenceContextBlock`, which fuses mutant preference hidden state, wildtype preference hidden state, and the existing HLA-conditioned contrast-scalar representation using average, absolute-difference, multiplicative, and scalar-interaction terms. Wired that hidden state into both the contrast head input and final conditioning path alongside the existing contrast-scalar and agreement branches. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	8	f2e1bff	0.930970			keep		304.173175	52	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `HLAConditionedPairScalars` at [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L425), which projects base scalar features together with the HLA embedding and the average WT/Mut preference state using explicit multiplicative interactions. Wired that hidden state into model construction and sizing at [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L510) and into the forward path at [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L565) so it feeds both the contrast head and final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	9	9715d93	0.911837			discard		304.065879	53	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PreferencePairContextBlock` at line 457, which mixes `preference_delta_hidden`, `average_preference_hidden`, and the existing `pair_scalar_context_hidden` using concat, absolute-difference, and multiplicative terms. Wired that branch into model sizing and construction around lines 561-586, and into the forward path around lines 626-701 so it feeds both the contrast head and final conditioning stack alongside the existing contrast-scalar, agreement, preference-context, and pair-scalar branches. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	10	c573f74	0.855787			discard		304.234433	42	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add a new `pair_summary` feature block at [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L39) and compute its mean-state / absolute-gap features in [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L216). Updated the default scalar feature selection to include that block, and changed the existing HLA-conditioned pair-scalar path to consume `base + pair_summary` together in [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L530) and [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L588). Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	11	43270f9	0.930305			discard		304.328706	46	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `ScalarContextAgreementBlock`, which mixes `contrast_scalar_hidden` and `pair_scalar_context_hidden` using concat, absolute-difference, and elementwise-product terms. Wired that HLA-conditioned scalar agreement state into both the contrast head and final conditioning path, with the same light residual treatment used by the other contrast-side branches. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	12	90c8bfc	0.927741			discard		304.280933	39	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PairContextContrastGate`, a small residual gating block that mixes `contrast_scalar_hidden` with the existing HLA-conditioned `pair_scalar_context_hidden` using concat, absolute-difference, and elementwise-product terms, then applies the update before contrast-agreement and preference-context processing. Wired the gate into model construction and forward execution without changing objectives, sampling, loss weighting, or output dimensions. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	13	008c759	0.912321			discard		304.194981	41	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457) to add `MutantSupportBlock`, which fuses `mut_preference_hidden` with the existing HLA-conditioned `pair_scalar_context_hidden` using concat, absolute-difference, and elementwise-product terms. Wired that hidden state into contrast-head sizing and final conditioning in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L543) and into the forward path in [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L616) so it contributes to both the contrast branch and fusion conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	14	4d5e9b6	0.866528			discard		304.262661	23	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` so `HLAConditionedContrastScalars` now projects comparison/context scalars together with both the HLA embedding and the existing average WT/Mut preference state, including explicit scalar-by-HLA and scalar-by-preference interactions. Wired the forward path to pass `average_preference_hidden` into that existing contrast-scalar tower, without changing losses, sampling, or adding a new head/branch. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	15	6be9d75	0.929364			discard		304.253667	35	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PreferenceContrastGate` at around lines 392-417, a small residual sigmoid gate that mixes `preference_delta_hidden` with the existing HLA-conditioned `contrast_scalar_hidden` using concat, absolute-difference, and elementwise-product terms. Wired it into model construction around lines 550-554 and into the forward path around lines 621-627 so the contrast-scalar state is refined before the existing agreement and preference-context branches. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	16	26f73c0	0.911051			discard		304.043765	46	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` to add `PairPreferenceSupportBlock` at line 457, which fuses `average_preference_hidden` with the existing HLA-conditioned `pair_scalar_context_hidden` using concat, absolute-difference, and elementwise-product terms. Wired that hidden state into model sizing around lines 555-570 and into the forward path around lines 620-694 so it contributes to both the contrast head and final conditioning stack alongside the existing contrast-scalar, agreement, preference-context, and pair-scalar branches. Verified with `python -m py_compile train.py`. 
